,,,beacon,x,y,,,,,,,
1523149559423,0,16309,5,0.717,0,1.85,1,0.723,3,1.023,4,0.531
1523149559423,0,16309,2,0.383,0.793,1.85,1,0.949,3,0.419,4,1.202
1523149559423,0,16309,5,0.717,0,1.85,1,0.721,3,1.023,4,0.531
1523149559502,79,16388,5,0.717,0,1.85,1,0.721,3,1.023,4,0.531
1523149559502,0,16388,2,0.383,0.793,1.85,1,0.949,3,0.419,4,1.202
1523149559548,46,16434,5,0.717,0,1.85,1,0.721,3,1.026,4,0.524
1523149559548,0,16434,2,0.4,0.866,1.85,1,0.949,3,0.419,4,1.202
1523149559580,32,16466,5,0.717,0,1.85,1,0.721,3,1.026,4,0.524
1523149559580,0,16466,2,0.4,0.866,1.85,1,0.949,3,0.419,4,1.202
1523149559580,0,16466,5,0.717,0,1.85,1,0.721,3,1.026,4,0.524
1523149559595,15,16481,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.202
1523149559595,0,16481,5,0.717,0,1.85,1,0.721,3,1.026,4,0.524
1523149559658,63,16544,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.202
1523149559658,0,16544,5,0.717,0,1.85,1,0.721,3,1.026,4,0.524
1523149559658,0,16544,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.202
1523149559658,0,16544,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.22
1523149559689,31,16575,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.524
1523149559689,0,16575,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.22
1523149559689,0,16575,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.524
1523149559705,16,16591,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.22
1523149559705,0,16591,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.524
1523149559705,0,16591,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.22
1523149559736,31,16622,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.524
1523149559736,0,16622,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.22
1523149559736,0,16622,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.524
1523149559752,16,16638,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.524
1523149559752,0,16638,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.22
1523149559752,0,16638,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.524
1523149559818,66,16704,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.22
1523149559818,0,16704,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.524
1523149559818,0,16704,2,0.4,0.866,1.85,1,1.026,3,0.48,4,1.22
1523149559845,27,16731,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.536
1523149559845,0,16731,2,0.444,0.934,1.85,1,1.026,3,0.48,4,1.22
1523149559907,62,16793,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.536
1523149559907,0,16793,2,0.444,0.934,1.85,1,1.026,3,0.48,4,1.22
1523149559954,47,16840,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.536
1523149559954,0,16840,2,0.444,0.934,1.85,1,1.107,3,0.551,4,1.247
1523149559954,0,16840,5,0.718,-0.008,1.85,1,0.721,3,1.026,4,0.536
1523149559986,32,16872,2,0.444,0.934,1.85,1,1.107,3,0.551,4,1.247
1523149559986,0,16872,5,0.713,-0.008,1.85,1,0.721,3,1.026,4,0.536
1523149560017,31,16903,2,0.444,0.934,1.85,1,1.107,3,0.551,4,1.247
1523149560017,0,16903,5,0.713,-0.008,1.85,1,0.721,3,1.026,4,0.536
1523149560017,0,16903,2,0.444,0.934,1.85,1,1.107,3,0.551,4,1.247
1523149560111,94,16997,5,0.713,-0.008,1.85,1,0.721,3,1.026,4,0.536
1523149560111,0,16997,2,0.444,0.934,1.85,1,1.107,3,0.551,4,1.247
1523149560142,31,17028,5,0.713,-0.008,1.85,1,0.725,3,1.03,4,0.533
1523149560142,0,17028,2,0.486,1.004,1.85,1,1.107,3,0.551,4,1.247
1523149560157,15,17043,5,0.713,-0.008,1.85,1,0.725,3,1.03,4,0.533
1523149560157,0,17043,2,0.486,1.004,1.85,1,1.107,3,0.551,4,1.247
1523149560157,0,17043,5,0.713,-0.008,1.85,1,0.725,3,1.03,4,0.533
1523149560173,16,17059,2,0.486,1.004,1.85,1,1.166,3,0.551,4,1.247
1523149560173,0,17059,5,0.713,-0.008,1.85,1,0.725,3,1.03,4,0.533
1523149560173,0,17059,2,0.486,1.004,1.85,1,1.166,3,0.551,4,1.247
1523149560251,78,17137,5,0.713,-0.008,1.85,1,0.725,3,1.03,4,0.533
1523149560251,0,17137,2,0.486,1.004,1.85,1,1.166,3,0.551,4,1.247
1523149560282,31,17168,5,0.717,-0.007,1.85,1,0.725,3,1.03,4,0.533
1523149560282,0,17168,2,0.486,1.004,1.85,1,1.166,3,0.662,4,1.266
1523149560314,32,17200,5,0.717,-0.007,1.85,1,0.725,3,1.03,4,0.533
1523149560314,0,17200,2,0.486,1.004,1.85,1,1.166,3,0.662,4,1.266
1523149560314,0,17200,5,0.717,-0.007,1.85,1,0.725,3,1.03,4,0.533
1523149560314,0,17200,5,0.717,-0.007,1.85,1,0.722,3,1.03,4,0.533
1523149560407,93,17293,2,0.486,1.004,1.85,1,1.166,3,0.662,4,1.266
1523149560407,0,17293,5,0.717,-0.007,1.85,1,0.722,3,1.03,4,0.533
1523149560407,0,17293,2,0.486,1.004,1.85,1,1.166,3,0.662,4,1.266
1523149560439,32,17325,5,0.717,-0.007,1.85,1,0.722,3,1.03,4,0.536
1523149560439,0,17325,2,0.522,1.005,1.85,1,1.166,3,0.662,4,1.266
1523149560470,31,17356,5,0.717,-0.007,1.85,1,0.722,3,1.03,4,0.536
1523149560470,0,17356,2,0.522,1.005,1.85,1,1.166,3,0.662,4,1.266
1523149560485,15,17371,5,0.717,-0.007,1.85,1,0.722,3,1.03,4,0.536
1523149560485,0,17371,2,0.522,1.005,1.85,1,1.196,3,0.662,4,1.266
1523149560485,0,17371,5,0.717,-0.007,1.85,1,0.722,3,1.03,4,0.536
1523149560564,79,17450,2,0.522,1.005,1.85,1,1.196,3,0.662,4,1.266
1523149560564,0,17450,5,0.717,-0.007,1.85,1,0.722,3,1.03,4,0.536
1523149560595,31,17481,2,0.522,1.005,1.85,1,1.196,3,0.663,4,1.244
1523149560595,0,17481,5,0.714,-0.01,1.85,1,0.722,3,1.03,4,0.536
1523149560595,0,17481,2,0.522,1.005,1.85,1,1.196,3,0.663,4,1.244
1523149560626,31,17512,5,0.714,-0.01,1.85,1,0.722,3,1.03,4,0.536
1523149560626,0,17512,2,0.522,1.005,1.85,1,1.196,3,0.663,4,1.244
1523149560642,16,17528,5,0.714,-0.01,1.85,1,0.721,3,1.03,4,0.536
1523149560642,0,17528,2,0.522,1.005,1.85,1,1.196,3,0.663,4,1.244
1523149560704,62,17590,5,0.714,-0.01,1.85,1,0.721,3,1.03,4,0.536
1523149560704,0,17590,2,0.522,1.005,1.85,1,1.196,3,0.663,4,1.244
1523149560704,0,17590,5,0.714,-0.01,1.85,1,0.721,3,1.03,4,0.536
1523149560751,47,17637,2,0.572,1.053,1.85,1,1.196,3,0.663,4,1.244
1523149560751,0,17637,5,0.714,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560751,0,17637,2,0.572,1.053,1.85,1,1.196,3,0.663,4,1.244
1523149560767,16,17653,5,0.714,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560767,0,17653,2,0.572,1.053,1.85,1,1.196,3,0.663,4,1.244
1523149560767,0,17653,5,0.714,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560782,15,17668,2,0.572,1.053,1.85,1,1.196,3,0.663,4,1.244
1523149560782,0,17668,5,0.714,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560798,16,17684,2,0.572,1.053,1.85,1,1.212,3,0.695,4,1.244
1523149560798,0,17684,5,0.714,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560798,0,17684,2,0.572,1.053,1.85,1,1.212,3,0.695,4,1.244
1523149560861,63,17747,5,0.714,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560861,0,17747,2,0.572,1.053,1.85,1,1.212,3,0.695,4,1.244
1523149560861,0,17747,5,0.714,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560861,0,17747,2,0.572,1.053,1.85,1,1.212,3,0.695,4,1.223
1523149560892,31,17778,5,0.712,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560892,0,17778,2,0.572,1.053,1.85,1,1.212,3,0.695,4,1.223
1523149560892,0,17778,5,0.712,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560907,15,17793,2,0.572,1.053,1.85,1,1.212,3,0.695,4,1.223
1523149560907,0,17793,5,0.712,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560939,32,17825,2,0.572,1.053,1.85,1,1.212,3,0.695,4,1.223
1523149560939,0,17825,5,0.712,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149560939,0,17825,2,0.572,1.053,1.85,1,1.212,3,0.695,4,1.223
1523149560954,15,17840,5,0.712,-0.01,1.85,1,0.722,3,1.028,4,0.537
1523149560954,0,17840,2,0.572,1.053,1.85,1,1.212,3,0.695,4,1.223
1523149561017,63,17903,5,0.712,-0.01,1.85,1,0.722,3,1.028,4,0.537
1523149561017,0,17903,2,0.572,1.053,1.85,1,1.212,3,0.695,4,1.223
1523149561048,31,17934,5,0.712,-0.01,1.85,1,0.722,3,1.028,4,0.538
1523149561048,0,17934,2,0.609,1.049,1.85,1,1.212,3,0.695,4,1.223
1523149561048,0,17934,5,0.712,-0.01,1.85,1,0.722,3,1.028,4,0.538
1523149561095,47,17981,2,0.609,1.049,1.85,1,1.212,3,0.695,4,1.223
1523149561095,0,17981,5,0.712,-0.01,1.85,1,0.722,3,1.028,4,0.538
1523149561157,62,18043,2,0.609,1.049,1.85,1,1.226,3,0.693,4,1.223
1523149561157,0,18043,5,0.712,-0.01,1.85,1,0.722,3,1.028,4,0.538
1523149561157,0,18043,2,0.609,1.049,1.85,1,1.226,3,0.693,4,1.223
1523149561173,16,18059,5,0.712,-0.01,1.85,1,0.722,3,1.028,4,0.538
1523149561173,0,18059,2,0.609,1.049,1.85,1,1.226,3,0.693,4,1.207
1523149561189,16,18075,5,0.713,-0.008,1.85,1,0.722,3,1.028,4,0.538
1523149561189,0,18075,2,0.609,1.049,1.85,1,1.226,3,0.693,4,1.207
1523149561204,15,18090,5,0.713,-0.008,1.85,1,0.722,3,1.028,4,0.538
1523149561204,0,18090,2,0.609,1.049,1.85,1,1.226,3,0.693,4,1.207
1523149561204,0,18090,5,0.713,-0.008,1.85,1,0.722,3,1.028,4,0.538
1523149561267,63,18153,2,0.609,1.049,1.85,1,1.226,3,0.693,4,1.207
1523149561267,0,18153,5,0.713,-0.008,1.85,1,0.722,3,1.028,4,0.538
1523149561314,47,18200,2,0.609,1.049,1.85,1,1.226,3,0.693,4,1.207
1523149561314,0,18200,5,0.713,-0.008,1.85,1,0.724,3,1.021,4,0.534
1523149561314,0,18200,2,0.609,1.049,1.85,1,1.226,3,0.693,4,1.207
1523149561345,31,18231,5,0.713,-0.008,1.85,1,0.724,3,1.021,4,0.534
1523149561345,0,18231,2,0.638,1.075,1.85,1,1.226,3,0.693,4,1.207
1523149561360,15,18246,5,0.713,-0.008,1.85,1,0.724,3,1.021,4,0.534
1523149561360,0,18246,2,0.638,1.075,1.85,1,1.226,3,0.693,4,1.207
1523149561454,94,18340,5,0.713,-0.008,1.85,1,0.724,3,1.021,4,0.534
1523149561454,0,18340,2,0.638,1.075,1.85,1,1.226,3,0.693,4,1.207
1523149561454,0,18340,5,0.713,-0.008,1.85,1,0.724,3,1.021,4,0.534
1523149561486,32,18372,2,0.638,1.075,1.85,1,1.276,3,0.711,4,1.154
1523149561486,0,18372,5,0.716,0.003,1.85,1,0.724,3,1.021,4,0.534
1523149561501,15,18387,2,0.638,1.075,1.85,1,1.276,3,0.711,4,1.154
1523149561501,0,18387,5,0.716,0.003,1.85,1,0.724,3,1.021,4,0.534
1523149561501,0,18387,2,0.638,1.075,1.85,1,1.276,3,0.711,4,1.154
1523149561611,110,18497,5,0.716,0.003,1.85,1,0.724,3,1.021,4,0.534
1523149561611,0,18497,2,0.638,1.075,1.85,1,1.276,3,0.711,4,1.154
1523149561642,31,18528,5,0.716,0.003,1.85,1,0.722,3,1.019,4,0.529
1523149561642,0,18528,2,0.739,1.145,1.85,1,1.276,3,0.711,4,1.154
1523149561642,0,18528,5,0.716,0.003,1.85,1,0.722,3,1.019,4,0.529
1523149561657,15,18543,2,0.739,1.145,1.85,1,1.276,3,0.711,4,1.154
1523149561657,0,18543,5,0.716,0.003,1.85,1,0.722,3,1.019,4,0.529
1523149561673,16,18559,2,0.739,1.145,1.85,1,1.276,3,0.711,4,1.154
1523149561673,0,18559,5,0.716,0.003,1.85,1,0.722,3,1.019,4,0.529
1523149561673,0,18559,2,0.739,1.145,1.85,1,1.276,3,0.711,4,1.154
1523149561751,78,18637,5,0.716,0.003,1.85,1,0.722,3,1.019,4,0.529
1523149561767,16,18653,2,0.739,1.145,1.85,1,1.276,3,0.711,4,1.154
1523149561798,31,18684,5,0.717,0.003,1.85,1,0.722,3,1.019,4,0.529
1523149561798,0,18684,2,0.739,1.145,1.85,1,1.207,3,0.715,4,1.12
1523149561814,16,18700,5,0.717,0.003,1.85,1,0.722,3,1.019,4,0.529
1523149561814,0,18700,2,0.739,1.145,1.85,1,1.207,3,0.715,4,1.12
1523149561814,0,18700,5,0.717,0.003,1.85,1,0.722,3,1.019,4,0.529
1523149561829,15,18715,2,0.739,1.145,1.85,1,1.207,3,0.715,4,1.12
1523149561829,0,18715,5,0.717,0.003,1.85,1,0.722,3,1.019,4,0.529
1523149561829,0,18715,2,0.739,1.145,1.85,1,1.207,3,0.715,4,1.12
1523149561829,0,18715,5,0.717,0.003,1.85,1,0.725,3,1.019,4,0.529
1523149561845,16,18731,5,0.717,0.003,1.85,1,0.725,3,1.025,4,0.529
1523149561845,0,18731,2,0.739,1.145,1.85,1,1.207,3,0.715,4,1.12
1523149561845,0,18731,5,0.717,0.003,1.85,1,0.725,3,1.025,4,0.529
1523149561907,62,18793,2,0.739,1.145,1.85,1,1.207,3,0.715,4,1.12
1523149561907,0,18793,5,0.717,0.003,1.85,1,0.725,3,1.025,4,0.529
1523149561950,43,18836,2,0.701,1.022,1.85,1,1.207,3,0.715,4,1.12
1523149561950,0,18836,5,0.717,0.003,1.85,1,0.725,3,1.025,4,0.54
1523149561950,0,18836,2,0.701,1.022,1.85,1,1.207,3,0.715,4,1.12
1523149561954,4,18840,5,0.717,0.003,1.85,1,0.725,3,1.025,4,0.54
1523149561954,0,18840,2,0.701,1.022,1.85,1,1.207,3,0.715,4,1.12
1523149561954,0,18840,5,0.717,0.003,1.85,1,0.725,3,1.025,4,0.54
1523149561970,16,18856,5,0.717,0.003,1.85,1,0.725,3,1.025,4,0.54
1523149561970,0,18856,2,0.701,1.022,1.85,1,1.207,3,0.715,4,1.12
1523149561970,0,18856,5,0.717,0.003,1.85,1,0.725,3,1.025,4,0.54
1523149561986,16,18872,2,0.701,1.022,1.85,1,1.178,3,0.715,4,1.12
1523149561986,0,18872,5,0.717,0.003,1.85,1,0.725,3,1.025,4,0.54
1523149562064,78,18950,2,0.701,1.022,1.85,1,1.178,3,0.715,4,1.12
1523149562064,0,18950,5,0.717,0.003,1.85,1,0.725,3,1.025,4,0.54
1523149562064,0,18950,2,0.701,1.022,1.85,1,1.178,3,0.715,4,1.12
1523149562095,31,18981,5,0.714,-0.001,1.85,1,0.725,3,1.025,4,0.54
1523149562095,0,18981,2,0.701,1.022,1.85,1,1.178,3,0.714,4,1.064
1523149562111,16,18997,5,0.714,-0.001,1.85,1,0.725,3,1.025,4,0.54
1523149562111,0,18997,2,0.701,1.022,1.85,1,1.178,3,0.714,4,1.064
1523149562126,15,19012,5,0.714,-0.001,1.85,1,0.725,3,1.025,4,0.54
1523149562126,0,19012,2,0.701,1.022,1.85,1,1.178,3,0.714,4,1.064
1523149562126,0,19012,5,0.714,-0.001,1.85,1,0.725,3,1.025,4,0.54
1523149562142,16,19028,2,0.701,1.022,1.85,1,1.178,3,0.714,4,1.064
1523149562142,0,19028,5,0.714,-0.001,1.85,1,0.723,3,1.029,4,0.54
1523149562204,62,19090,2,0.701,1.022,1.85,1,1.178,3,0.714,4,1.064
1523149562204,0,19090,5,0.714,-0.001,1.85,1,0.723,3,1.029,4,0.54
1523149562204,0,19090,2,0.701,1.022,1.85,1,1.178,3,0.714,4,1.064
1523149562251,47,19137,5,0.714,-0.001,1.85,1,0.723,3,1.029,4,0.539
1523149562251,0,19137,2,0.724,0.975,1.85,1,1.178,3,0.714,4,1.064
1523149562282,31,19168,5,0.714,-0.001,1.85,1,0.723,3,1.029,4,0.539
1523149562282,0,19168,2,0.724,0.975,1.85,1,1.178,3,0.714,4,1.064
1523149562282,0,19168,5,0.714,-0.001,1.85,1,0.723,3,1.029,4,0.539
1523149562282,0,19168,2,0.724,0.975,1.85,1,1.133,3,0.709,4,1.064
1523149562361,79,19247,2,0.724,0.975,1.85,1,1.133,3,0.709,4,1.064
1523149562361,0,19247,5,0.714,-0.001,1.85,1,0.723,3,1.029,4,0.539
1523149562392,31,19278,2,0.724,0.975,1.85,1,1.133,3,0.709,4,1.007
1523149562392,0,19278,5,0.713,-0.009,1.85,1,0.723,3,1.029,4,0.539
1523149562392,0,19278,2,0.724,0.975,1.85,1,1.133,3,0.709,4,1.007
1523149562439,47,19325,5,0.713,-0.009,1.85,1,0.723,3,1.029,4,0.539
1523149562439,0,19325,2,0.724,0.975,1.85,1,1.133,3,0.709,4,1.007
1523149562454,15,19340,5,0.713,-0.009,1.85,1,0.723,3,1.028,4,0.539
1523149562454,0,19340,2,0.724,0.975,1.85,1,1.133,3,0.709,4,1.007
1523149562517,63,19403,5,0.713,-0.009,1.85,1,0.723,3,1.028,4,0.539
1523149562517,0,19403,2,0.724,0.975,1.85,1,1.133,3,0.709,4,1.007
1523149562517,0,19403,5,0.713,-0.009,1.85,1,0.723,3,1.028,4,0.539
1523149562548,31,19434,2,0.728,0.907,1.85,1,1.133,3,0.709,4,1.007
1523149562548,0,19434,5,0.713,-0.009,1.85,1,0.723,3,1.028,4,0.534
1523149562595,47,19481,2,0.728,0.907,1.85,1,1.133,3,0.709,4,1.007
1523149562595,0,19481,5,0.713,-0.009,1.85,1,0.723,3,1.028,4,0.534
1523149562595,0,19481,2,0.728,0.907,1.85,1,1.133,3,0.709,4,1.007
1523149562611,16,19497,5,0.713,-0.009,1.85,1,0.723,3,1.028,4,0.534
1523149562611,0,19497,2,0.728,0.907,1.85,1,1.081,3,0.715,4,1.007
1523149562673,62,19559,5,0.713,-0.009,1.85,1,0.723,3,1.028,4,0.534
1523149562673,0,19559,2,0.728,0.907,1.85,1,1.081,3,0.715,4,1.007
1523149562689,16,19575,5,0.715,-0.007,1.85,1,0.723,3,1.028,4,0.534
1523149562689,0,19575,2,0.728,0.907,1.85,1,1.081,3,0.715,4,0.944
1523149562689,0,19575,5,0.715,-0.007,1.85,1,0.723,3,1.028,4,0.534
1523149562751,62,19637,2,0.728,0.907,1.85,1,1.081,3,0.715,4,0.944
1523149562751,0,19637,5,0.715,-0.007,1.85,1,0.723,3,1.028,4,0.534
1523149562767,16,19653,2,0.728,0.907,1.85,1,1.081,3,0.715,4,0.944
1523149562767,0,19653,5,0.715,-0.007,1.85,1,0.722,3,1.016,4,0.532
1523149562767,0,19653,2,0.728,0.907,1.85,1,1.081,3,0.715,4,0.944
1523149562845,78,19731,5,0.715,-0.007,1.85,1,0.722,3,1.016,4,0.532
1523149562845,0,19731,2,0.732,0.821,1.85,1,1.081,3,0.715,4,0.944
1523149562861,16,19747,5,0.715,-0.007,1.85,1,0.722,3,1.016,4,0.532
1523149562861,0,19747,2,0.732,0.821,1.85,1,1.081,3,0.715,4,0.944
1523149562907,46,19793,5,0.715,-0.007,1.85,1,0.722,3,1.016,4,0.532
1523149562907,0,19793,2,0.732,0.821,1.85,1,1.081,3,0.715,4,0.944
1523149562907,0,19793,5,0.715,-0.007,1.85,1,0.722,3,1.016,4,0.532
1523149562907,0,19793,2,0.732,0.821,1.85,1,1.066,3,0.738,4,0.944
1523149562970,63,19856,2,0.732,0.821,1.85,1,1.066,3,0.738,4,0.881
1523149562970,0,19856,5,0.715,-0.007,1.85,1,0.722,3,1.016,4,0.532
1523149562970,0,19856,2,0.732,0.821,1.85,1,1.066,3,0.738,4,0.881
1523149563001,31,19887,5,0.715,-0.007,1.85,1,0.722,3,1.016,4,0.532
1523149563001,0,19887,2,0.732,0.821,1.85,1,1.066,3,0.738,4,0.881
1523149563001,0,19887,5,0.716,0.008,1.85,1,0.722,3,1.016,4,0.532
1523149563017,16,19903,2,0.732,0.821,1.85,1,1.066,3,0.738,4,0.881
1523149563017,0,19903,5,0.716,0.008,1.85,1,0.722,3,1.016,4,0.532
1523149563017,0,19903,2,0.732,0.821,1.85,1,1.066,3,0.738,4,0.881
1523149563111,94,19997,5,0.716,0.008,1.85,1,0.723,3,1.016,4,0.532
1523149563111,0,19997,2,0.732,0.821,1.85,1,1.066,3,0.738,4,0.881
1523149563126,15,20012,5,0.716,0.008,1.85,1,0.723,3,1.025,4,0.535
1523149563126,0,20012,2,0.732,0.821,1.85,1,1.066,3,0.738,4,0.881
1523149563126,0,20012,5,0.716,0.008,1.85,1,0.723,3,1.025,4,0.535
1523149563142,16,20028,2,0.765,0.776,1.85,1,1.066,3,0.738,4,0.881
1523149563142,0,20028,5,0.716,0.008,1.85,1,0.723,3,1.025,4,0.535
1523149563157,15,20043,2,0.765,0.776,1.85,1,1.066,3,0.738,4,0.881
1523149563157,0,20043,5,0.716,0.008,1.85,1,0.723,3,1.025,4,0.535
1523149563157,0,20043,2,0.765,0.776,1.85,1,1.066,3,0.738,4,0.881
1523149563173,16,20059,5,0.716,0.008,1.85,1,0.723,3,1.025,4,0.535
1523149563173,0,20059,2,0.765,0.776,1.85,1,1.066,3,0.738,4,0.881
1523149563220,47,20106,5,0.716,0.008,1.85,1,0.723,3,1.025,4,0.535
1523149563220,0,20106,2,0.765,0.776,1.85,1,1.066,3,0.738,4,0.881
1523149563267,47,20153,5,0.716,0.008,1.85,1,0.723,3,1.025,4,0.535
1523149563267,0,20153,2,0.765,0.776,1.85,1,1.048,3,0.768,4,0.901
1523149563267,0,20153,5,0.716,0.008,1.85,1,0.723,3,1.025,4,0.535
1523149563298,31,20184,2,0.765,0.776,1.85,1,1.048,3,0.768,4,0.901
1523149563298,0,20184,5,0.715,-0.003,1.85,1,0.723,3,1.025,4,0.535
1523149563314,16,20200,2,0.765,0.776,1.85,1,1.048,3,0.768,4,0.901
1523149563314,0,20200,5,0.715,-0.003,1.85,1,0.723,3,1.025,4,0.535
1523149563314,0,20200,2,0.765,0.776,1.85,1,1.048,3,0.768,4,0.901
1523149563408,94,20294,5,0.715,-0.003,1.85,1,0.723,3,1.025,4,0.535
1523149563408,0,20294,2,0.765,0.776,1.85,1,1.048,3,0.768,4,0.901
1523149563454,46,20340,5,0.715,-0.003,1.85,1,0.721,3,1.028,4,0.537
1523149563454,0,20340,2,0.735,0.718,1.85,1,1.048,3,0.768,4,0.901
1523149563454,0,20340,5,0.715,-0.003,1.85,1,0.721,3,1.028,4,0.537
1523149563564,110,20450,2,0.735,0.718,1.85,1,1.048,3,0.768,4,0.901
1523149563564,0,20450,5,0.715,-0.003,1.85,1,0.721,3,1.028,4,0.537
1523149563595,31,20481,2,0.735,0.718,1.85,1,1.027,3,0.767,4,0.789
1523149563595,0,20481,5,0.712,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149563595,0,20481,2,0.735,0.718,1.85,1,1.027,3,0.767,4,0.789
1523149563611,16,20497,5,0.712,-0.01,1.85,1,0.721,3,1.028,4,0.537
1523149563611,0,20497,2,0.735,0.718,1.85,1,1.027,3,0.767,4,0.789
1523149563626,15,20512,5,0.712,-0.01,1.85,1,0.722,3,1.028,4,0.537
1523149563626,0,20512,2,0.735,0.718,1.85,1,1.027,3,0.767,4,0.789
1523149563704,78,20590,5,0.712,-0.01,1.85,1,0.722,3,1.028,4,0.537
1523149563704,0,20590,2,0.735,0.718,1.85,1,1.027,3,0.767,4,0.789
1523149563704,0,20590,5,0.712,-0.01,1.85,1,0.722,3,1.028,4,0.537
1523149563751,47,20637,2,0.794,0.689,1.85,1,1.027,3,0.767,4,0.789
1523149563751,0,20637,5,0.712,-0.01,1.85,1,0.722,3,1.026,4,0.539
1523149563767,16,20653,2,0.794,0.689,1.85,1,1.027,3,0.767,4,0.789
1523149563767,0,20653,5,0.712,-0.01,1.85,1,0.722,3,1.026,4,0.539
1523149563767,0,20653,2,0.794,0.689,1.85,1,1.027,3,0.767,4,0.789
1523149563783,16,20669,5,0.712,-0.01,1.85,1,0.722,3,1.026,4,0.539
1523149563783,0,20669,2,0.794,0.689,1.85,1,1.002,3,0.767,4,0.789
1523149563861,78,20747,5,0.712,-0.01,1.85,1,0.722,3,1.026,4,0.539
1523149563861,0,20747,2,0.794,0.689,1.85,1,1.002,3,0.767,4,0.789
1523149563892,31,20778,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.539
1523149563892,0,20778,2,0.794,0.689,1.85,1,1.002,3,0.801,4,0.739
1523149563892,0,20778,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.539
1523149563923,31,20809,2,0.794,0.689,1.85,1,1.002,3,0.801,4,0.739
1523149563923,0,20809,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.539
1523149563939,16,20825,2,0.794,0.689,1.85,1,1.002,3,0.801,4,0.739
1523149563939,0,20825,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.539
1523149563939,0,20825,2,0.794,0.689,1.85,1,1.002,3,0.801,4,0.739
1523149564017,78,20903,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.539
1523149564017,0,20903,2,0.794,0.689,1.85,1,1.002,3,0.801,4,0.739
1523149564017,0,20903,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564048,31,20934,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564048,0,20934,2,0.804,0.616,1.85,1,1.002,3,0.801,4,0.739
1523149564048,0,20934,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564064,16,20950,2,0.804,0.616,1.85,1,1.002,3,0.801,4,0.739
1523149564064,0,20950,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564069,5,20955,2,0.804,0.616,1.85,1,1.002,3,0.801,4,0.739
1523149564069,0,20955,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564069,0,20955,2,0.804,0.616,1.85,1,1.002,3,0.801,4,0.739
1523149564075,6,20961,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564075,0,20961,2,0.804,0.616,1.85,1,1.002,3,0.801,4,0.739
1523149564094,19,20980,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564094,0,20980,2,0.804,0.616,1.85,1,1.002,3,0.801,4,0.739
1523149564110,16,20996,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564110,0,20996,2,0.804,0.616,1.85,1,0.962,3,0.796,4,0.739
1523149564110,0,20996,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564173,63,21059,2,0.804,0.616,1.85,1,0.962,3,0.796,4,0.739
1523149564173,0,21059,5,0.713,-0.006,1.85,1,0.722,3,1.026,4,0.537
